ИНДЕКС;SET;№ ВЕРХ;№ НИЗ;Поставщик;Категория ВЕРХ;Группа;Наименование НИЗ;Доп. описание;PB/PG-номер НИЗ;KKS-код НИЗ;Ед. изм.;Кол-во НИЗ;Столбец1;Цена ВЕРХ;ИТОГО ВЕРХ;Цена НИЗ;Итого НИЗ;Статус;Дата доставки;Упаковочный;Ящик;поз.;Вес;Длина;Ширина;Высота;
396;1;R3.1.308;1811.1.225;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Штифт;;PB0000006312;MBA__HA005G063;шт.;2;; € 28,76 ; € 57,52 ; € 35,00 ; € 70,00 ;;;;;;;;;;
397;1;R3.1.309;1811.1.226;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Штуцер;;PB0000006109;MBA__HA005G653;шт.;1;; € 195,56 ; € 195,56 ; € 238,00 ; € 238,00 ;;;;;;;;;;
398;1;R3.1.310;1811.1.227;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Штуцер;;PB0000137072;MBA__HA005G655;шт.;1;; € 87,10 ; € 87,10 ; € 106,00 ; € 106,00 ;;;;;;;;;;
399;1;R3.1.311;1811.1.228;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Шайба;;PB0000006740;MBA__HA005G704;шт.;10;; € 13,15 ; € 131,47 ; € 16,00 ; € 160,00 ;;;;;;;;;;
400;1;R3.1.312;1811.1.229;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Шпилька;;PB0000006138;MBA__HA005G705;шт.;6;; € 268,69 ; € 1 612,13 ; € 327,00 ; € 1 962,00 ;;;;;;;;;;
401;1;R3.1.313;1811.1.230;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Гайка колпачковая;;PB0000002719;MBA__HA005G706;шт.;10;; € 60,80 ; € 608,04 ; € 74,00 ; € 740,00 ;;;;;;;;;;
402;1;R3.1.314;1811.1.231;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Штифт конический;;PB0000000008;MBA__HA005G707;шт.;4;; € 27,94 ; € 111,75 ; € 34,00 ; € 136,00 ;;;;;;;;;;
403;1;R3.1.315;1811.1.232;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Шпилька;;PB0000006299;MBA__HA005G708;шт.;4;; € 234,18 ; € 936,71 ; € 285,00 ; € 1 140,00 ;;;;;;;;;;
404;1;R3.1.316;1811.1.233;Зульцер (Х/1811/2022);Малые детали;Обойма турбины;Винт с цилиндрической головкой;;PB0000001364;MBA__HA029G004;шт.;4;; € 18,08 ; € 72,31 ; € 22,00 ; € 88,00 ;;;;;;;;;;
405;1;R3.1.317;1811.1.234;Зульцер (Х/1811/2022);Малые детали;Корпус камеры сгорания;Болт шестигранный;;PB0000130906;отсутствует;шт.;2;; € 20,54 ; € 41,08 ; € 25,00 ; € 50,00 ;;;;;;;;;;
406;1;R3.1.318;1811.1.235;Зульцер (Х/1811/2022);Малые детали;Корпус камеры сгорания;Гайка;;PB0000000618;отсутствует;шт.;2;; € 9,04 ; € 18,08 ; € 11,00 ; € 22,00 ;;;;;;;;;;
407;1;R3.1.319;1811.1.236;Зульцер (Х/1811/2022);Малые детали;Корпус камеры сгорания;Шайба;;PB0000006888;отсутствует;шт.;2;; € 4,93 ; € 9,86 ; € 6,00 ; € 12,00 ;;;;;;;;;;
408;1;R3.1.320;1811.1.237;Зульцер (Х/1811/2022);Малые детали;Крышка камеры сгорания;Соединение резьбовое;;PB0000137072;MBM__HA003G050;шт.;1;; € 87,10 ; € 87,10 ; € 106,00 ; € 106,00 ;;;;;;;;;;
409;1;R3.1.321;1811.1.238;Зульцер (Х/1811/2022);Малые детали;Крышка камеры сгорания;Шайба;;PB0000001517;MBM__HA003G051;шт.;1;; € 20,54 ; € 20,54 ; € 25,00 ; € 25,00 ;;;;;;;;;;
410;1;R3.1.322;1811.1.239;Зульцер (Х/1811/2022);Малые детали;Люк камеры сгорания;Болт с шестигранной головкой;;PB0000002601;MBM__HA008G039;шт.;10;; € 19,72 ; € 197,20 ; € 24,00 ; € 240,00 ;;;;;;;;;;
411;1;R3.1.323;1811.1.240;Зульцер (Х/1811/2022);Малые детали;Люк камеры сгорания;Гайка шестигранная;;PB0000000618;MBM__HA008G040;шт.;10;; € 8,22 ; € 82,17 ; € 10,00 ; € 100,00 ;;;;;;;;;;
412;1;R3.1.324;1811.1.241;Зульцер (Х/1811/2022);Малые детали;Люк камеры сгорания;Шайба;;PB0000006888;MBM__HA008G041;шт.;20;; € 4,11 ; € 82,17 ; € 5,00 ; € 100,00 ;;;;;;;;;;
413;1;R3.1.325;1811.1.242;Зульцер (Х/1811/2022);Малые детали;Люк камеры сгорания;Штифт установочный;;PB0000222904;MBM__HA008G201;шт.;2;; € 24,65 ; € 49,30 ; € 30,00 ; € 60,00 ;;;;;;;;;;
414;1;R3.1.326;1811.1.243;Зульцер (Х/1811/2022);Малые детали;Люк камеры сгорания;Гайка шестигранная;;PB0000012551;MBM__HA008G202;шт.;2;; € 9,04 ; € 18,08 ; € 11,00 ; € 22,00 ;;;;;;;;;;
415;1;R3.1.327;1811.1.244;Зульцер (Х/1811/2022);Малые детали;Люк камеры сгорания;Уплотнение;;PB0000222905;MBM__HA008G203;шт.;2;; € 57,52 ; € 115,03 ; € 70,00 ; € 140,00 ;;;;;;;;;;
416;1;R3.1.328;1811.1.245;Зульцер (Х/1811/2022);Малые детали;Люк камеры сгорания;Штифт;;PB0000227174;MBM__HA008G209;шт.;2;; € 325,38 ; € 650,77 ; € 396,00 ; € 792,00 ;;;;;;;;;;
417;1;R3.1.329;1811.1.246;Зульцер (Х/1811/2022);Малые детали;Смотровая труба люка КС;Пробка резьбовая;;PB0000044006;MBM__HA009G003;шт.;1;; € 13,97 ; € 13,97 ; € 17,00 ; € 17,00 ;;;;;;;;;;
418;1;R3.1.330;1811.1.247;Зульцер (Х/1811/2022);Малые детали;Смотровая труба люка КС;Кольцо уплотнительное;;PB0000009083;MBM__HA009G004;шт.;4;; € 19,72 ; € 78,88 ; € 24,00 ; € 96,00 ;;;;;;;;;;
419;1;R3.1.331;1811.1.248;Зульцер (Х/1811/2022);Малые детали;Смотровая труба люка КС;Диск;;PB0000009082;MBM__HA009G005;шт.;1;; € 67,38 ; € 67,38 ; € 82,00 ; € 82,00 ;;;;;;;;;;
420;1;R3.1.332;1811.1.249;Зульцер (Х/1811/2022);Малые детали;Смотровая труба люка КС;Диск;;PB0000009081;MBM__HA009G006;шт.;1;; € 69,84 ; € 69,84 ; € 85,00 ; € 85,00 ;;;;;;;;;;
421;1;R3.1.333;1811.1.250;Зульцер (Х/1811/2022);Малые детали;Смотровая труба люка КС;Кольцо уплотнительное;;PB0000009080;MBM__HA009G007;шт.;8;; € 1,64 ; € 13,15 ; € 2,00 ; € 16,00 ;;;;;;;;;;
422;1;R3.1.334;1811.1.251;Зульцер (Х/1811/2022);Малые детали;Смотровая труба люка КС;Стекло;;PB0000009079;MBM__HA009G008;шт.;4;; € 72,31 ; € 289,23 ; € 88,00 ; € 352,00 ;;;;;;;;;;
423;1;R3.1.335;1811.1.252;Зульцер (Х/1811/2022);Малые детали;Смотровая труба люка КС;Винт с цилиндрической головкой;;PB0000000405;MBM__HA009G010;шт.;4;; € 0,82 ; € 3,29 ; € 1,00 ; € 4,00 ;;;;;;;;;;
424;1;R3.1.336;1811.1.253;Зульцер (Х/1811/2022);Малые детали;Смотровая труба люка КС;Гайка шестигранная;;PB0000000168;MBM__HA009G011;шт.;4;; € 5,75 ; € 23,01 ; € 7,00 ; € 28,00 ;;;;;;;;;;
425;1;R3.1.337;1811.1.254;Зульцер (Х/1811/2022);Малые детали;Смотровая труба люка КС;Болт;;PB0000009077;MBM__HA009G012;шт.;4;; € 18,90 ; € 75,59 ; € 23,00 ; € 92,00 ;;;;;;;;;;
426;1;R3.1.338;1811.1.255;Зульцер (Х/1811/2022);Малые детали;Смотровая труба люка КС;Кольцо уплотнительное;;PB0000009456;MBM__HA009G014;шт.;16;; € 0,82 ; € 13,15 ; € 1,00 ; € 16,00 ;;;;;;;;;;
427;1;R3.1.339;1811.1.256;Зульцер (Х/1811/2022);Малые детали;Смотровая труба люка КС;Кольцо уплотнительное;;PB0000020501;MBM__HA009G015;шт.;2;; € 2,47 ; € 4,93 ; € 3,00 ; € 6,00 ;;;;;;;;;;
428;1;R3.1.340;1811.1.257;Зульцер (Х/1811/2022);Малые детали;Смотровая труба люка КС;Штифт;;PB0000002019;MBM__HA009G016;шт.;4;; € 9,04 ; € 36,15 ; € 11,00 ; € 44,00 ;;;;;;;;;;
429;1;R3.1.341;1811.1.258;Зульцер (Х/1811/2022);Малые детали;Смотровая труба люка КС;Гайка;;PB0000000168;MBM__HA009G017;шт.;4;; € 5,75 ; € 23,01 ; € 7,00 ; € 28,00 ;;;;;;;;;;
430;1;R3.1.342;1811.1.259;Зульцер (Х/1811/2022);Малые детали;Смотровая труба люка КС;Шайба;;PB0000000167;MBM__HA009G018;шт.;4;; € 0,82 ; € 3,29 ; € 1,00 ; € 4,00 ;;;;;;;;;;
431;1;R3.1.343;1811.1.260;Зульцер (Х/1811/2022);Малые детали;Смотровая труба детектора пламени;Диск;;PB0000009081;MBM__HA010G003;шт.;2;; € 69,84 ; € 139,69 ; € 85,00 ; € 170,00 ;;;;;;;;;;
432;1;R3.1.344;1811.1.261;Зульцер (Х/1811/2022);Малые детали;Смотровая труба детектора пламени;Диск;;PB0000009082;MBM__HA010G004;шт.;2;; € 67,38 ; € 134,76 ; € 82,00 ; € 164,00 ;;;;;;;;;;
433;1;R3.1.345;1811.1.262;Зульцер (Х/1811/2022);Малые детали;Смотровая труба детектора пламени;Кольцо уплотнительное;;PB0000009083;MBM__HA010G005;шт.;4;; € 19,72 ; € 78,88 ; € 24,00 ; € 96,00 ;;;;;;;;;;
434;1;R3.1.346;1811.1.263;Зульцер (Х/1811/2022);Малые детали;Смотровая труба детектора пламени;Кольцо уплотнительное;;PB0000009080;MBM__HA010G006;шт.;16;; € 1,64 ; € 26,29 ; € 2,00 ; € 32,00 ;;;;;;;;;;
435;1;R3.1.347;1811.1.264;Зульцер (Х/1811/2022);Малые детали;Смотровая труба детектора пламени;Кольцо уплотнительное;;PB0000009456;MBM__HA010G007;шт.;32;; € 0,82 ; € 26,29 ; € 1,00 ; € 32,00 ;;;;;;;;;;
436;1;R3.1.348;1811.1.265;Зульцер (Х/1811/2022);Малые детали;Смотровая труба детектора пламени;Винт с цилиндрической головкой;;PB0000000405;MBM__HA010G008;шт.;16;; € 0,82 ; € 13,15 ; € 1,00 ; € 16,00 ;;;;;;;;;;
437;1;R3.1.349;1811.1.266;Зульцер (Х/1811/2022);Малые детали;Смотровая труба детектора пламени;Стекло;;PB0000009079;MBM__HA010G009;шт.;8;; € 72,31 ; € 578,46 ; € 88,00 ; € 704,00 ;;;;;;;;;;
438;1;R3.1.350;1811.1.267;Зульцер (Х/1811/2022);Малые детали;Смотровая труба детектора пламени;Палец резьбовой;;PB0000023992;MBM__HA010G010;шт.;3;; € 3,29 ; € 9,86 ; € 4,00 ; € 12,00 ;;;;;;;;;;
439;1;R3.1.351;1811.1.268;Зульцер (Х/1811/2022);Малые детали;Смотровая труба детектора пламени;Пружина тарельчатая;;PB0000009618;MBM__HA010G014;шт.;120;; € 0,82 ; € 98,60 ; € 1,00 ; € 120,00 ;;;;;;;;;;
440;1;R3.1.352;1811.1.269;Зульцер (Х/1811/2022);Малые детали;Смотровая труба детектора пламени;Болт;;PB0000009089;MBM__HA010G017;шт.;5;; € 1,64 ; € 8,22 ; € 2,00 ; € 10,00 ;;;;;;;;;;
441;1;R3.1.353;1811.1.270;Зульцер (Х/1811/2022);Малые детали;Смотровая труба детектора пламени;Шайба;;PB0000016752;MBM__HA010G018;шт.;24;; € 1,64 ; € 39,44 ; € 2,00 ; € 48,00 ;;;;;;;;;;
442;1;R3.1.354;1811.1.271;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Соединение резьбовое;;PB0000038461;отсутствует;шт.;2;; € 201,31 ; € 402,62 ; € 245,00 ; € 490,00 ;;;;;;;;;;
443;1;R3.1.355;1811.1.272;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 16,3*2,4;;PB0000002767;отсутствует;шт.;2;; € 0,82 ; € 1,64 ; € 1,00 ; € 2,00 ;;;;;;;;;;
444;1;R3.1.356;1811.1.273;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 18,5*23,9* 1,5 DIN3869-10-NBR;;отсутствует;отсутствует;шт.;2;; € 1,64 ; € 3,29 ; € 2,00 ; € 4,00 ;;;;;;;;;;
445;1;R3.1.357;1811.1.274;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Соединение резьбовое;;PB0000124720;отсутствует;шт.;2;; € 130,65 ; € 261,29 ; € 159,00 ; € 318,00 ;;;;;;;;;;
446;1;R3.1.358;1811.1.275;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 16,3*2,4;;PB0000002767;отсутствует;шт.;2;; € 0,82 ; € 1,64 ; € 1,00 ; € 2,00 ;;;;;;;;;;
447;1;R3.1.359;1811.1.276;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 16,3*2,4;;PB0000002767;отсутствует;шт.;2;; € 0,82 ; € 1,64 ; € 1,00 ; € 2,00 ;;;;;;;;;;
448;1;R3.1.360;1811.1.277;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 18,5*23,9* 1,5 DIN3869-10-NBR;;отсутствует;отсутствует;шт.;2;; € 1,64 ; € 3,29 ; € 2,00 ; € 4,00 ;;;;;;;;;;
449;1;R3.1.361;1811.1.278;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 16,3*2,4;;PB0000002767;отсутствует;шт.;2;; € 0,82 ; € 1,64 ; € 1,00 ; € 2,00 ;;;;;;;;;;
450;1;R3.1.362;1811.1.279;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 16,3*2,4;;PB0000002767;отсутствует;шт.;2;; € 0,82 ; € 1,64 ; € 1,00 ; € 2,00 ;;;;;;;;;;
451;1;R3.1.363;1811.1.280;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 18,5*23,9* 1,5 DIN3869-10-NBR;;отсутствует;отсутствует;шт.;2;; € 1,64 ; € 3,29 ; € 2,00 ; € 4,00 ;;;;;;;;;;
452;1;R3.1.364;1811.1.281;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 16,3*2,4;;PB0000002767;отсутствует;шт.;2;; € 0,82 ; € 1,64 ; € 1,00 ; € 2,00 ;;;;;;;;;;
453;1;R3.1.365;1811.1.282;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 16,3*2,4;;PB0000002767;отсутствует;шт.;2;; € 0,82 ; € 1,64 ; € 1,00 ; € 2,00 ;;;;;;;;;;
454;1;R3.1.366;1811.1.283;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 18,5*23,9* 1,5 DIN3869-10-NBR;;отсутствует;отсутствует;шт.;2;; € 1,64 ; € 3,29 ; € 2,00 ; € 4,00 ;;;;;;;;;;
455;1;R3.1.367;1811.1.284;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 16,3*2,4;;PB0000002767;отсутствует;шт.;2;; € 0,82 ; € 1,64 ; € 1,00 ; € 2,00 ;;;;;;;;;;
456;1;R3.1.368;1811.1.285;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 16,3*2,4;;PB0000002767;отсутствует;шт.;2;; € 0,82 ; € 1,64 ; € 1,00 ; € 2,00 ;;;;;;;;;;
457;1;R3.1.369;1811.1.286;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 18,5*23,9* 1,5 DIN3869-10-NBR;;отсутствует;отсутствует;шт.;2;; € 1,64 ; € 3,29 ; € 2,00 ; € 4,00 ;;;;;;;;;;
458;1;R3.1.370;1811.1.287;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 16,3*2,4;;PB0000002767;отсутствует;шт.;2;; € 0,82 ; € 1,64 ; € 1,00 ; € 2,00 ;;;;;;;;;;
459;1;R3.1.371;1811.1.288;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 16,3*2,4;;PB0000002767;отсутствует;шт.;2;; € 0,82 ; € 1,64 ; € 1,00 ; € 2,00 ;;;;;;;;;;
460;1;R3.1.372;1811.1.289;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 18,5*23,9* 1,5 DIN3869-10-NBR;;отсутствует;отсутствует;шт.;2;; € 1,64 ; € 3,29 ; € 2,00 ; € 4,00 ;;;;;;;;;;
461;1;R3.1.373;1811.1.290;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 16,3*2,4;;PB0000002767;отсутствует;шт.;2;; € 0,82 ; € 1,64 ; € 1,00 ; € 2,00 ;;;;;;;;;;
462;1;R3.1.374;1811.1.291;Зульцер (Х/1811/2022);Малые детали;Трубопровод жидкого топлива на КС;Кольцо уплотнительное 16,3*2,4;;PB0000002767;отсутствует;шт.;2;; € 0,82 ; € 1,64 ; € 1,00 ; € 2,00 ;;;;;;;;;;
